Date,Coal_Type,Benchmark,Per _Price
2021-01-25,HCC,GM EXW #3,0.0
2021-01-25,HCC,Baotou EXW,1169.0
2021-01-25,HCC,Tangshan Hebei FOR,1675.0
2021-01-25,HCC,Jingtang Australia EXW,1750.0
2021-01-25,HCC,Tianjin Australia EXW,1580.0
2021-01-25,SSCC,Tangshan Hebei FOR,1420.0
2021-01-25,SSCC,Wuhai EXW,1084.0
2021-01-25,TC,GM DAP,290.0
2021-01-25,TC,Wuhai EXW,640.0
2021-02-01,HCC,GM EXW #5 Jinquan ,1370.0
2021-02-01,HCC,GM EXW #3,0.0
2021-02-01,HCC,Baotou EXW,1169.0
2021-02-01,HCC,Tangshan Hebei FOR,1675.0
2021-02-01,HCC,Jingtang Australia EXW,1750.0
2021-02-01,HCC,Tianjin Australia EXW,1580.0
2021-02-01,SSCC,Tangshan Hebei FOR,1420.0
2021-02-01,SSCC,Wuhai EXW,1084.0
2021-02-01,TC,GM DAP,290.0
2021-02-01,TC,Wuhai EXW,558.0
2021-02-08,HCC,GM EXW #5 Jinquan ,1400.0
2021-02-08,HCC,GM EXW #3,0.0
2021-02-08,HCC,Baotou EXW,1157.0
2021-02-08,HCC,Tangshan Hebei FOR,1775.0
2021-02-08,HCC,Jingtang Australia EXW,1750.0
2021-02-08,HCC,Tianjin Australia EXW,1580.0
2021-02-08,SSCC,Tangshan Hebei FOR,1420.0
2021-02-08,SSCC,Wuhai EXW,1074.0
2021-02-08,TC,GM DAP,290.0
2021-02-08,TC,Wuhai EXW,487.0
2021-02-15,HCC,GM EXW #5 Jinquan ,1400.0
2021-02-15,HCC,GM EXW #3,0.0
2021-02-15,HCC,Baotou EXW,1157.0
2021-02-15,HCC,Tangshan Hebei FOR,1775.0
2021-02-15,HCC,Jingtang Australia EXW,1750.0
2021-02-15,HCC,Tianjin Australia EXW,1580.0
2021-02-15,SSCC,Tangshan Hebei FOR,1420.0
2021-02-15,SSCC,Wuhai EXW,1074.0
2021-02-15,TC,GM DAP,290.0
2021-02-15,TC,Wuhai EXW,481.0
2021-02-22,HCC,GM EXW #5 Jinquan ,1400.0
2021-02-22,HCC,GM EXW #3,0.0
2021-02-22,HCC,Baotou EXW,1157.0
2021-02-22,HCC,Tangshan Hebei FOR,1775.0
2021-02-22,HCC,Jingtang Australia EXW,1750.0
2021-02-22,HCC,Tianjin Australia EXW,1580.0
2021-02-22,SSCC,Tangshan Hebei FOR,1420.0
2021-02-22,SSCC,Wuhai EXW,1074.0
2021-02-22,TC,GM DAP,275.0
2021-02-22,TC,Wuhai EXW,445.0
2021-03-01,HCC,GM EXW #5 Jinquan ,1350.0
2021-03-01,HCC,GM EXW #3,0.0
2021-03-01,HCC,Baotou EXW,1134.0
2021-03-01,HCC,Tangshan Hebei FOR,1775.0
2021-03-01,HCC,Jingtang Australia EXW,1750.0
2021-03-01,HCC,Tianjin Australia EXW,1580.0
2021-03-01,SSCC,Tangshan Hebei FOR,1420.0
2021-03-01,SSCC,Wuhai EXW,1052.0
2021-03-01,TC,GM DAP,275.0
2021-03-01,TC,Wuhai EXW,415.0
2021-03-08,HCC,GM EXW #5 Jinquan ,1330.0
2021-03-08,HCC,GM EXW #3,0.0
2021-03-08,HCC,Baotou EXW,1076.0
2021-03-08,HCC,Tangshan Hebei FOR,1775.0
2021-03-08,HCC,Jingtang Australia EXW,1750.0
2021-03-08,HCC,Tianjin Australia EXW,1580.0
2021-03-08,SSCC,Tangshan Hebei FOR,1380.0
2021-03-08,SSCC,Wuhai EXW,998.0
2021-03-08,TC,GM DAP,275.0
2021-03-08,TC,Wuhai EXW,435.0
2021-03-15,HCC,GM EXW #5 Jinquan ,1290.0
2021-03-15,HCC,GM EXW #3,0.0
2021-03-15,HCC,Baotou EXW,1006.0
2021-03-15,HCC,Tangshan Hebei FOR,1775.0
2021-03-15,HCC,Jingtang Australia EXW,1750.0
2021-03-15,HCC,Tianjin Australia EXW,1580.0
2021-03-15,SSCC,Tangshan Hebei FOR,1380.0
2021-03-15,SSCC,Wuhai EXW,933.0
2021-03-15,TC,GM DAP,275.0
2021-03-15,TC,Wuhai EXW,468.0
2021-03-22,HCC,GM EXW #5 Jinquan ,1340.0
2021-03-22,HCC,GM EXW #3,0.0
2021-03-22,HCC,Baotou EXW,1006.0
2021-03-22,HCC,Tangshan Hebei FOR,1775.0
2021-03-22,HCC,Jingtang Australia EXW,1750.0
2021-03-22,HCC,Tianjin Australia EXW,1580.0
2021-03-22,SSCC,Tangshan Hebei FOR,1380.0
2021-03-22,SSCC,Wuhai EXW,944.0
2021-03-22,TC,GM DAP,275.0
2021-03-22,TC,Wuhai EXW,477.0
2021-03-29,HCC,GM EXW #5 Jinquan ,1350.0
2021-03-29,HCC,GM EXW #3,0.0
2021-03-29,HCC,Baotou EXW,1041.0
2021-03-29,HCC,Tangshan Hebei FOR,1775.0
2021-03-29,HCC,Jingtang Australia EXW,1750.0
2021-03-29,HCC,Tianjin Australia EXW,1580.0
2021-03-29,SSCC,Tangshan Hebei FOR,1380.0
2021-03-29,SSCC,Wuhai EXW,965.0
2021-03-29,TC,GM DAP,275.0
2021-03-29,TC,Wuhai EXW,528.0
2021-04-05,HCC,GM EXW #5 Jinquan ,1350.0
2021-04-05,HCC,GM EXW #3,0.0
2021-04-05,HCC,Baotou EXW,1041.0
2021-04-05,HCC,Tangshan Hebei FOR,1775.0
2021-04-05,HCC,Jingtang Australia EXW,1750.0
2021-04-05,HCC,Tianjin Australia EXW,1580.0
2021-04-05,SSCC,Tangshan Hebei FOR,1380.0
2021-04-05,SSCC,Wuhai EXW,965.0
2021-04-05,TC,GM DAP,280.0
2021-04-05,TC,Wuhai EXW,588.0
2021-04-12,HCC,GM EXW #5 Jinquan ,1400.0
2021-04-12,HCC,GM EXW #3,0.0
2021-04-12,HCC,Baotou EXW,1041.0
2021-04-12,HCC,Tangshan Hebei FOR,1660.0
2021-04-12,HCC,Jingtang Australia EXW,1750.0
2021-04-12,HCC,Tianjin Australia EXW,1580.0
2021-04-12,SSCC,Tangshan Hebei FOR,1380.0
2021-04-12,SSCC,Wuhai EXW,965.0
2021-04-12,TC,GM DAP,280.0
2021-04-12,TC,Wuhai EXW,576.0
2021-04-19,HCC,GM EXW #5 Jinquan ,1460.0
2021-04-19,HCC,GM EXW #3,0.0
2021-04-19,HCC,Baotou EXW,1076.0
2021-04-19,HCC,Tangshan Hebei FOR,1610.0
2021-04-19,HCC,Jingtang Australia EXW,1750.0
2021-04-19,HCC,Tianjin Australia EXW,1580.0
2021-04-19,SSCC,Tangshan Hebei FOR,1374.0
2021-04-19,SSCC,Wuhai EXW,998.0
2021-04-19,TC,GM DAP,280.0
2021-04-19,TC,Wuhai EXW,612.0
2021-04-26,HCC,GM EXW #5 Jinquan ,1550.0
2021-04-26,HCC,GM EXW #3,0.0
2021-04-26,HCC,Baotou EXW,1134.0
2021-04-26,HCC,Tangshan Hebei FOR,1610.0
2021-04-26,HCC,Jingtang Australia EXW,1750.0
2021-04-26,HCC,Tianjin Australia EXW,1580.0
2021-04-26,SSCC,Tangshan Hebei FOR,1374.0
2021-04-26,SSCC,Wuhai EXW,1052.0
2021-04-26,TC,GM DAP,280.0
2021-04-26,TC,Wuhai EXW,642.0
2021-05-03,HCC,GM EXW #5 Jinquan ,1550.0
2021-05-03,HCC,GM EXW #3,0.0
2021-05-03,HCC,Baotou EXW,1250.0
2021-05-03,HCC,Tangshan Hebei FOR,1610.0
2021-05-03,HCC,Jingtang Australia EXW,1790.0
2021-05-03,HCC,Tianjin Australia EXW,1620.0
2021-05-03,SSCC,Tangshan Hebei FOR,1374.0
2021-05-03,SSCC,Wuhai EXW,1160.0
2021-05-03,TC,GM DAP,285.0
2021-05-03,TC,Wuhai EXW,640.0
2021-05-10,HCC,GM EXW #5 Jinquan ,1630.0
2021-05-10,HCC,GM EXW #3,0.0
2021-05-10,HCC,Baotou EXW,1331.0
2021-05-10,HCC,Tangshan Hebei FOR,1610.0
2021-05-10,HCC,Jingtang Australia EXW,1790.0
2021-05-10,HCC,Tianjin Australia EXW,1620.0
2021-05-10,SSCC,Tangshan Hebei FOR,1374.0
2021-05-10,SSCC,Wuhai EXW,1236.0
2021-05-10,TC,GM DAP,295.0
2021-05-10,TC,Wuhai EXW,708.0
2021-05-17,HCC,GM EXW #5 Jinquan ,1700.0
2021-05-17,HCC,GM EXW #3,0.0
2021-05-17,HCC,Baotou EXW,1424.0
2021-05-17,HCC,Tangshan Hebei FOR,1610.0
2021-05-17,HCC,Jingtang Australia EXW,1860.0
2021-05-17,HCC,Tianjin Australia EXW,1700.0
2021-05-17,SSCC,Tangshan Hebei FOR,1374.0
2021-05-17,SSCC,Wuhai EXW,1322.0
2021-05-17,TC,GM DAP,295.0
2021-05-17,TC,Wuhai EXW,790.0
2021-05-24,HCC,GM EXW #5 Jinquan ,1700.0
2021-05-24,HCC,GM EXW #3,0.0
2021-05-24,HCC,Baotou EXW,1542.0
2021-05-24,HCC,Tangshan Hebei FOR,1610.0
2021-05-24,HCC,Jingtang Australia EXW,1940.0
2021-05-24,HCC,Tianjin Australia EXW,1780.0
2021-05-24,SSCC,Tangshan Hebei FOR,1374.0
2021-05-24,SSCC,Wuhai EXW,1322.0
2021-05-24,TC,GM DAP,295.0
2021-05-24,TC,Wuhai EXW,736.0
2021-05-31,HCC,GM EXW #5 Jinquan ,1700.0
2021-05-31,HCC,GM EXW #3,0.0
2021-05-31,HCC,Baotou EXW,1517.0
2021-05-31,HCC,Tangshan Hebei FOR,1610.0
2021-05-31,HCC,Jingtang Australia EXW,1940.0
2021-05-31,HCC,Tianjin Australia EXW,1780.0
2021-05-31,SSCC,Tangshan Hebei FOR,1374.0
2021-05-31,SSCC,Wuhai EXW,1301.0
2021-05-31,TC,GM DAP,295.0
2021-05-31,TC,Wuhai EXW,703.0
2021-06-07,HCC,GM EXW #5 Jinquan ,1700.0
2021-06-07,HCC,GM EXW #3,0.0
2021-06-07,HCC,Baotou EXW,1517.0
2021-06-07,HCC,Tangshan Hebei FOR,1610.0
2021-06-07,HCC,Jingtang Australia EXW,1940.0
2021-06-07,HCC,Tianjin Australia EXW,1780.0
2021-06-07,SSCC,Tangshan Hebei FOR,1374.0
2021-06-07,SSCC,Wuhai EXW,1301.0
2021-06-07,TC,GM DAP,295.0
2021-06-07,TC,Wuhai EXW,733.0
2021-06-14,HCC,GM EXW #5 Jinquan ,1700.0
2021-06-14,HCC,GM EXW #3,0.0
2021-06-14,HCC,Baotou EXW,1542.0
2021-06-14,HCC,Tangshan Hebei FOR,1610.0
2021-06-14,HCC,Jingtang Australia EXW,1940.0
2021-06-14,HCC,Tianjin Australia EXW,1780.0
2021-06-14,SSCC,Tangshan Hebei FOR,1374.0
2021-06-14,SSCC,Wuhai EXW,1322.0
2021-06-14,TC,GM DAP,305.0
2021-06-14,TC,Wuhai EXW,759.0
2021-06-21,HCC,GM EXW #5 Jinquan ,1700.0
2021-06-21,HCC,GM EXW #3,0.0
2021-06-21,HCC,Baotou EXW,1693.0
2021-06-21,HCC,Tangshan Hebei FOR,1610.0
2021-06-21,HCC,Jingtang Australia EXW,1940.0
2021-06-21,HCC,Tianjin Australia EXW,1780.0
2021-06-21,SSCC,Tangshan Hebei FOR,1374.0
2021-06-21,SSCC,Wuhai EXW,1452.0
2021-06-21,TC,GM DAP,310.0
2021-06-21,TC,Wuhai EXW,833.0
2021-06-28,HCC,GM EXW #5 Jinquan ,1850.0
2021-06-28,HCC,GM EXW #3,0.0
2021-06-28,HCC,Baotou EXW,1819.0
2021-06-28,HCC,Tangshan Hebei FOR,1850.0
2021-06-28,HCC,Jingtang Australia EXW,2160.0
2021-06-28,HCC,Tianjin Australia EXW,2000.0
2021-06-28,SSCC,Tangshan Hebei FOR,1593.0
2021-06-28,SSCC,Wuhai EXW,1560.0
2021-06-28,TC,GM DAP,315.0
2021-06-28,TC,Wuhai EXW,875.0
2021-07-05,HCC,GM EXW #5 Jinquan ,1900.0
2021-07-05,HCC,GM EXW #3,0.0
2021-07-05,HCC,Baotou EXW,1819.0
2021-07-05,HCC,Tangshan Hebei FOR,2000.0
2021-07-05,HCC,Jingtang Australia EXW,2160.0
2021-07-05,HCC,Tianjin Australia EXW,2000.0
2021-07-05,SSCC,Tangshan Hebei FOR,1729.0
2021-07-05,SSCC,Wuhai EXW,1560.0
2021-07-05,TC,GM DAP,315.0
2021-07-05,TC,Wuhai EXW,849.0
2021-07-12,HCC,GM EXW #5 Jinquan ,1900.0
2021-07-12,HCC,GM EXW #3,0.0
2021-07-12,HCC,Baotou EXW,1819.0
2021-07-12,HCC,Tangshan Hebei FOR,2000.0
2021-07-12,HCC,Jingtang Australia EXW,2160.0
2021-07-12,HCC,Tianjin Australia EXW,2000.0
2021-07-12,SSCC,Tangshan Hebei FOR,1729.0
2021-07-12,SSCC,Wuhai EXW,1560.0
2021-07-12,TC,GM DAP,315.0
2021-07-12,TC,Wuhai EXW,814.0
2021-07-19,HCC,GM EXW #5 Jinquan ,1950.0
2021-07-19,HCC,GM EXW #3,0.0
2021-07-19,HCC,Baotou EXW,1819.0
2021-07-19,HCC,Tangshan Hebei FOR,2000.0
2021-07-19,HCC,Jingtang Australia EXW,2160.0
2021-07-19,HCC,Tianjin Australia EXW,2000.0
2021-07-19,SSCC,Tangshan Hebei FOR,1729.0
2021-07-19,SSCC,Wuhai EXW,1560.0
2021-07-19,TC,GM DAP,320.0
2021-07-19,TC,Wuhai EXW,844.0
2021-07-26,HCC,GM EXW #5 Jinquan ,1950.0
2021-07-26,HCC,GM EXW #3,0.0
2021-07-26,HCC,Baotou EXW,1970.0
2021-07-26,HCC,Tangshan Hebei FOR,2000.0
2021-07-26,HCC,Jingtang Australia EXW,2160.0
2021-07-26,HCC,Tianjin Australia EXW,2000.0
2021-07-26,SSCC,Tangshan Hebei FOR,1729.0
2021-07-26,SSCC,Wuhai EXW,1690.0
2021-07-26,TC,GM DAP,320.0
2021-07-26,TC,Wuhai EXW,891.0
2021-08-02,HCC,GM EXW #5 Jinquan ,2100.0
2021-08-02,HCC,GM EXW #3,0.0
2021-08-02,HCC,Baotou EXW,2084.0
2021-08-02,HCC,Tangshan Hebei FOR,2050.0
2021-08-02,HCC,Jingtang Australia EXW,2160.0
2021-08-02,HCC,Tianjin Australia EXW,2000.0
2021-08-02,SSCC,Tangshan Hebei FOR,1775.0
2021-08-02,SSCC,Wuhai EXW,1787.0
2021-08-02,TC,GM DAP,325.0
2021-08-02,TC,Wuhai EXW,904.0
2021-08-09,HCC,GM EXW #5 Jinquan ,2100.0
2021-08-09,HCC,GM EXW #3,0.0
2021-08-09,HCC,Baotou EXW,2361.0
2021-08-09,HCC,Tangshan Hebei FOR,2170.0
2021-08-09,HCC,Jingtang Australia EXW,2160.0
2021-08-09,HCC,Tianjin Australia EXW,2000.0
2021-08-09,SSCC,Tangshan Hebei FOR,1884.0
2021-08-09,SSCC,Wuhai EXW,2025.0
2021-08-09,TC,GM DAP,325.0
2021-08-09,TC,Wuhai EXW,908.0
2021-08-16,HCC,GM EXW #5 Jinquan ,2250.0
2021-08-16,HCC,GM EXW #3,0.0
2021-08-16,HCC,Baotou EXW,2802.0
2021-08-16,HCC,Tangshan Hebei FOR,2370.0
2021-08-16,HCC,Jingtang Australia EXW,2160.0
2021-08-16,HCC,Tianjin Australia EXW,2000.0
2021-08-16,SSCC,Tangshan Hebei FOR,2066.0
2021-08-16,SSCC,Wuhai EXW,2403.0
2021-08-16,TC,GM DAP,325.0
2021-08-16,TC,Wuhai EXW,887.0
2021-08-23,HCC,GM EXW #5 Jinquan ,2500.0
2021-08-23,HCC,GM EXW #3,0.0
2021-08-23,HCC,Baotou EXW,3054.0
2021-08-23,HCC,Tangshan Hebei FOR,2370.0
2021-08-23,HCC,Jingtang Australia EXW,2840.0
2021-08-23,HCC,Tianjin Australia EXW,2700.0
2021-08-23,SSCC,Tangshan Hebei FOR,2066.0
2021-08-23,SSCC,Wuhai EXW,2619.0
2021-08-23,TC,GM DAP,325.0
2021-08-23,TC,Wuhai EXW,877.0
2021-08-30,HCC,GM EXW #5 Jinquan ,2800.0
2021-08-30,HCC,GM EXW #3,0.0
2021-08-30,HCC,Baotou EXW,3054.0
2021-08-30,HCC,Tangshan Hebei FOR,2670.0
2021-08-30,HCC,Jingtang Australia EXW,3040.0
2021-08-30,HCC,Tianjin Australia EXW,2900.0
2021-08-30,SSCC,Tangshan Hebei FOR,2339.0
2021-08-30,SSCC,Wuhai EXW,2619.0
2021-08-30,TC,GM DAP,325.0
2021-08-30,TC,Wuhai EXW,925.0
2021-09-06,HCC,GM EXW #5 Jinquan ,3150.0
2021-09-06,HCC,GM EXW #3,0.0
2021-09-06,HCC,Baotou EXW,3369.0
2021-09-06,HCC,Tangshan Hebei FOR,3130.0
2021-09-06,HCC,Jingtang Australia EXW,3140.0
2021-09-06,HCC,Tianjin Australia EXW,3000.0
2021-09-06,SSCC,Tangshan Hebei FOR,2757.0
2021-09-06,SSCC,Wuhai EXW,2890.0
2021-09-06,TC,GM DAP,325.0
2021-09-06,TC,Wuhai EXW,938.0
2021-09-13,HCC,GM EXW #5 Jinquan ,3500.0
2021-09-13,HCC,GM EXW #3,0.0
2021-09-13,HCC,Baotou EXW,3558.0
2021-09-13,HCC,Tangshan Hebei FOR,3430.0
2021-09-13,HCC,Jingtang Australia EXW,3790.0
2021-09-13,HCC,Tianjin Australia EXW,3650.0
2021-09-13,SSCC,Tangshan Hebei FOR,3030.0
2021-09-13,SSCC,Wuhai EXW,3052.0
2021-09-13,TC,GM DAP,375.0
2021-09-13,TC,Wuhai EXW,982.0
2021-09-20,HCC,GM EXW #5 Jinquan ,3550.0
2021-09-20,HCC,GM EXW #3,0.0
2021-09-20,HCC,Baotou EXW,3684.0
2021-09-20,HCC,Tangshan Hebei FOR,3730.0
2021-09-20,HCC,Jingtang Australia EXW,3840.0
2021-09-20,HCC,Tianjin Australia EXW,3700.0
2021-09-20,SSCC,Tangshan Hebei FOR,3303.0
2021-09-20,SSCC,Wuhai EXW,3160.0
2021-09-20,TC,GM DAP,400.0
2021-09-20,TC,Wuhai EXW,1090.0
2021-09-27,HCC,GM EXW #5 Jinquan ,3530.0
2021-09-27,HCC,GM EXW #3,0.0
2021-09-27,HCC,Baotou EXW,3684.0
2021-09-27,HCC,Tangshan Hebei FOR,3730.0
2021-09-27,HCC,Jingtang Australia EXW,3840.0
2021-09-27,HCC,Tianjin Australia EXW,3700.0
2021-09-27,SSCC,Tangshan Hebei FOR,3303.0
2021-09-27,SSCC,Wuhai EXW,3160.0
2021-09-27,TC,GM DAP,450.0
2021-09-27,TC,Wuhai EXW,1200.0
2021-10-04,HCC,GM EXW #5 Jinquan ,3530.0
2021-10-04,HCC,GM EXW #3,0.0
2021-10-04,HCC,Baotou EXW,3558.0
2021-10-04,HCC,Tangshan Hebei FOR,3730.0
2021-10-04,HCC,Jingtang Australia EXW,3840.0
2021-10-04,HCC,Tianjin Australia EXW,3700.0
2021-10-04,SSCC,Tangshan Hebei FOR,3303.0
2021-10-04,SSCC,Wuhai EXW,3052.0
2021-10-04,TC,GM DAP,420.0
2021-10-04,TC,Wuhai EXW,1306.0
2021-10-11,HCC,GM EXW #5 Jinquan ,3500.0
2021-10-11,HCC,GM EXW #3,0.0
2021-10-11,HCC,Baotou EXW,3495.0
2021-10-11,HCC,Tangshan Hebei FOR,3730.0
2021-10-11,HCC,Jingtang Australia EXW,3840.0
2021-10-11,HCC,Tianjin Australia EXW,3700.0
2021-10-11,SSCC,Tangshan Hebei FOR,3303.0
2021-10-11,SSCC,Wuhai EXW,2998.0
2021-10-11,TC,GM DAP,530.0
2021-10-11,TC,Wuhai EXW,1522.0
2021-10-18,HCC,GM EXW #5 Jinquan ,3400.0
2021-10-18,HCC,GM EXW #3,0.0
2021-10-18,HCC,Baotou EXW,3432.0
2021-10-18,HCC,Tangshan Hebei FOR,3730.0
2021-10-18,HCC,Jingtang Australia EXW,3740.0
2021-10-18,HCC,Tianjin Australia EXW,3600.0
2021-10-18,SSCC,Tangshan Hebei FOR,3303.0
2021-10-18,SSCC,Wuhai EXW,2944.0
2021-10-18,TC,GM DAP,550.0
2021-10-18,TC,Wuhai EXW,1770.0
2021-10-25,HCC,GM EXW #5 Jinquan ,3400.0
2021-10-25,HCC,GM EXW #3,0.0
2021-10-25,HCC,Baotou EXW,3558.0
2021-10-25,HCC,Tangshan Hebei FOR,3730.0
2021-10-25,HCC,Jingtang Australia EXW,3940.0
2021-10-25,HCC,Tianjin Australia EXW,3800.0
2021-10-25,SSCC,Tangshan Hebei FOR,3303.0
2021-10-25,SSCC,Wuhai EXW,3052.0
2021-10-25,TC,GM DAP,550.0
2021-10-25,TC,Wuhai EXW,1664.0
2021-11-01,HCC,GM EXW #5 Jinquan ,3350.0
2021-11-01,HCC,GM EXW #3,0.0
2021-11-01,HCC,Baotou EXW,3432.0
2021-11-01,HCC,Tangshan Hebei FOR,3730.0
2021-11-01,HCC,Jingtang Australia EXW,3940.0
2021-11-01,HCC,Tianjin Australia EXW,3800.0
2021-11-01,SSCC,Tangshan Hebei FOR,3303.0
2021-11-01,SSCC,Wuhai EXW,2944.0
2021-11-01,TC,GM DAP,550.0
2021-11-01,TC,Wuhai EXW,1036.0
2021-11-08,HCC,GM EXW #5 Jinquan ,3000.0
2021-11-08,HCC,GM EXW #3,0.0
2021-11-08,HCC,Baotou EXW,3432.0
2021-11-08,HCC,Tangshan Hebei FOR,3730.0
2021-11-08,HCC,Jingtang Australia EXW,3840.0
2021-11-08,HCC,Tianjin Australia EXW,3700.0
2021-11-08,SSCC,Tangshan Hebei FOR,3303.0
2021-11-08,SSCC,Wuhai EXW,2944.0
2021-11-08,TC,GM DAP,550.0
2021-11-08,TC,Wuhai EXW,990.0
2021-11-15,HCC,GM EXW #5 Jinquan ,2200.0
2021-11-15,HCC,GM EXW #3,0.0
2021-11-15,HCC,Baotou EXW,2424.0
2021-11-15,HCC,Tangshan Hebei FOR,3505.0
2021-11-15,HCC,Jingtang Australia EXW,3840.0
2021-11-15,HCC,Tianjin Australia EXW,3700.0
2021-11-15,SSCC,Tangshan Hebei FOR,3099.0
2021-11-15,SSCC,Wuhai EXW,2079.0
2021-11-15,TC,GM DAP,550.0
2021-11-15,TC,Wuhai EXW,933.0
2021-11-22,HCC,GM EXW #5 Jinquan ,1800.0
2021-11-22,HCC,GM EXW #3,0.0
2021-11-22,HCC,Baotou EXW,1920.0
2021-11-22,HCC,Tangshan Hebei FOR,3105.0
2021-11-22,HCC,Jingtang Australia EXW,3490.0
2021-11-22,HCC,Tianjin Australia EXW,3350.0
2021-11-22,SSCC,Tangshan Hebei FOR,2735.0
2021-11-22,SSCC,Wuhai EXW,1647.0
2021-11-22,TC,GM DAP,550.0
2021-11-22,TC,Wuhai EXW,940.0
2021-11-29,HCC,GM EXW #5 Jinquan ,1700.0
2021-11-29,HCC,GM EXW #3,0.0
2021-11-29,HCC,Baotou EXW,1668.0
2021-11-29,HCC,Tangshan Hebei FOR,3105.0
2021-11-29,HCC,Jingtang Australia EXW,3490.0
2021-11-29,HCC,Tianjin Australia EXW,3350.0
2021-11-29,SSCC,Tangshan Hebei FOR,2735.0
2021-11-29,SSCC,Wuhai EXW,1430.0
2021-11-29,TC,GM DAP,550.0
2021-11-29,TC,Wuhai EXW,962.0
2021-12-06,HCC,GM EXW #5 Jinquan ,1900.0
2021-12-06,HCC,GM EXW #3,0.0
2021-12-06,HCC,Baotou EXW,1857.0
2021-12-06,HCC,Tangshan Hebei FOR,2605.0
2021-12-06,HCC,Jingtang Australia EXW,3490.0
2021-12-06,HCC,Tianjin Australia EXW,3350.0
2021-12-06,SSCC,Tangshan Hebei FOR,2280.0
2021-12-06,SSCC,Wuhai EXW,1592.0
2021-12-06,TC,GM DAP,550.0
2021-12-06,TC,Wuhai EXW,963.0
2021-12-13,HCC,GM EXW #5 Jinquan ,2000.0
2021-12-13,HCC,GM EXW #3,0.0
2021-12-13,HCC,Baotou EXW,2109.0
2021-12-13,HCC,Tangshan Hebei FOR,2605.0
2021-12-13,HCC,Jingtang Australia EXW,2440.0
2021-12-13,HCC,Tianjin Australia EXW,3350.0
2021-12-13,SSCC,Tangshan Hebei FOR,2280.0
2021-12-13,SSCC,Wuhai EXW,1809.0
2021-12-13,TC,GM DAP,530.0
2021-12-13,TC,Wuhai EXW,910.0
2021-12-20,HCC,GM EXW #5 Jinquan ,2060.0
2021-12-20,HCC,GM EXW #3,0.0
2021-12-20,HCC,Baotou EXW,2109.0
2021-12-20,HCC,Tangshan Hebei FOR,2405.0
2021-12-20,HCC,Jingtang Australia EXW,2440.0
2021-12-20,HCC,Tianjin Australia EXW,2150.0
2021-12-20,SSCC,Tangshan Hebei FOR,2098.0
2021-12-20,SSCC,Wuhai EXW,1809.0
2021-12-20,TC,GM DAP,530.0
2021-12-20,TC,Wuhai EXW,872.0
2021-12-27,HCC,GM EXW #5 Jinquan ,2080.0
2021-12-27,HCC,GM EXW #3,0.0
2021-12-27,HCC,Baotou EXW,2235.0
2021-12-27,HCC,Tangshan Hebei FOR,2405.0
2021-12-27,HCC,Jingtang Australia EXW,2390.0
2021-12-27,HCC,Tianjin Australia EXW,2150.0
2021-12-27,SSCC,Tangshan Hebei FOR,2098.0
2021-12-27,SSCC,Wuhai EXW,1917.0
2021-12-27,TC,GM DAP,530.0
2021-12-27,TC,Wuhai EXW,740.0
2022-01-03,HCC,GM EXW #5 Jinquan ,2200.0
2022-01-03,HCC,GM EXW #3,0.0
2022-01-03,HCC,Baotou EXW,2298.0
2022-01-03,HCC,Tangshan Hebei FOR,2405.0
2022-01-03,HCC,Jingtang Australia EXW,2490.0
2022-01-03,HCC,Tianjin Australia EXW,2150.0
2022-01-03,SSCC,Tangshan Hebei FOR,2098.0
2022-01-03,SSCC,Wuhai EXW,1971.0
2022-01-03,TC,GM DAP,530.0
2022-01-03,TC,Wuhai EXW,685.0
2022-01-10,HCC,GM EXW #5 Jinquan ,2280.0
2022-01-10,HCC,GM EXW #3,0.0
2022-01-10,HCC,Baotou EXW,2487.0
2022-01-10,HCC,Tangshan Hebei FOR,2455.0
2022-01-10,HCC,Jingtang Australia EXW,2690.0
2022-01-10,HCC,Tianjin Australia EXW,2350.0
2022-01-10,SSCC,Tangshan Hebei FOR,2143.0
2022-01-10,SSCC,Wuhai EXW,2133.0
2022-01-10,TC,GM DAP,530.0
2022-01-10,TC,Wuhai EXW,739.0
2022-01-17,HCC,GM EXW #5 Jinquan ,2400.0
2022-01-17,HCC,GM EXW #3,0.0
2022-01-17,HCC,Baotou EXW,2676.0
2022-01-17,HCC,Tangshan Hebei FOR,2805.0
2022-01-17,HCC,Jingtang Australia EXW,2690.0
2022-01-17,HCC,Tianjin Australia EXW,2350.0
2022-01-17,SSCC,Tangshan Hebei FOR,2462.0
2022-01-17,SSCC,Wuhai EXW,2295.0
2022-01-17,TC,GM DAP,530.0
2022-01-17,TC,Wuhai EXW,822.0
2022-01-24,HCC,GM EXW #5 Jinquan ,2450.0
2022-01-24,HCC,GM EXW #3,0.0
2022-01-24,HCC,Baotou EXW,2676.0
2022-01-24,HCC,Tangshan Hebei FOR,2805.0
2022-01-24,HCC,Jingtang Australia EXW,2690.0
2022-01-24,HCC,Tianjin Australia EXW,2350.0
2022-01-24,SSCC,Tangshan Hebei FOR,2462.0
2022-01-24,SSCC,Wuhai EXW,2295.0
2022-01-24,TC,GM DAP,530.0
2022-01-24,TC,Wuhai EXW,860.0
2022-01-31,HCC,GM EXW #5 Jinquan ,2450.0
2022-01-31,HCC,GM EXW #3,0.0
2022-01-31,HCC,Baotou EXW,2550.0
2022-01-31,HCC,Tangshan Hebei FOR,2805.0
